Threshold,FPR,TPR,Precision,Recall,F1,MCC
0.03775,0.0143537083392213,0.981612789604952,0.863310460140219,0.981612789604952,0.918668664607514,0.912897198568314
0.03795,0.014328037809903,0.981569610000328,0.863516371410643,0.981569610000328,0.91876631924358,0.912995903009857
0.03815,0.0143009028013828,0.981528769053286,0.863734732072844,0.981528769053286,0.918872006998072,0.913103098887314
0.03835,0.0142751532534024,0.981486901378525,0.863941689926883,0.981486901378525,0.91897075423357,0.913203049703475
0.03865,0.0142367712553287,0.981426324443107,0.864250614867693,0.981426324443107,0.919118927350334,0.913353194152919
0.03885,0.0142109900998835,0.981384114525773,0.864458083455352,0.981384114525773,0.919217722624794,0.913453215987138
0.03905,0.0141851773369736,0.981344186225592,0.864666202344722,0.981344186225592,0.919317849943328,0.913554772851187
0.03935,0.0141478805285242,0.981282411441169,0.86496663398688,0.981282411441169,0.919460509963876,0.913699209084677
0.03955,0.0141223838402622,0.981244650677284,0.865172687092667,0.981244650677284,0.919560333144514,0.913800619033835
0.03975,0.0140970715288781,0.981203809730242,0.865376964842613,0.981203809730242,0.919657765799906,0.913899380980427
0.04005,0.0140601382062737,0.981143118713967,0.865675100867631,0.981143118713967,0.91979942503569,0.914042924743653
